,id,timestamp,from_loc,to_loc,request_type
5545,r_loc_6_loc_1_green1667873710.101541,2022-11-07 18:15:10.101541,loc_6,loc_1,green
5546,r_loc_4_loc_5_comfort1667873711.101541,2022-11-07 18:15:11.101541,loc_4,loc_5,comfort
5547,r_loc_16_loc_17_x1667873712.101541,2022-11-07 18:15:12.101541,loc_16,loc_17,x
5548,r_loc_12_loc_2_xl1667873713.101541,2022-11-07 18:15:13.101541,loc_12,loc_2,xl
5549,r_loc_2_loc_9_xl1667873714.101541,2022-11-07 18:15:14.101541,loc_2,loc_9,xl
5550,r_loc_3_loc_12_comfort1667873715.101541,2022-11-07 18:15:15.101541,loc_3,loc_12,comfort
5551,r_loc_7_loc_6_comfort1667873716.101541,2022-11-07 18:15:16.101541,loc_7,loc_6,comfort
5552,r_loc_15_loc_15_comfort1667873717.101541,2022-11-07 18:15:17.101541,loc_15,loc_15,comfort
5553,r_loc_0_loc_3_green1667873718.101541,2022-11-07 18:15:18.101541,loc_0,loc_3,green
5554,r_loc_4_loc_18_green1667873719.101541,2022-11-07 18:15:19.101541,loc_4,loc_18,green
5555,r_loc_5_loc_10_comfort1667873720.101541,2022-11-07 18:15:20.101541,loc_5,loc_10,comfort
5556,r_loc_15_loc_15_x1667873721.101541,2022-11-07 18:15:21.101541,loc_15,loc_15,x
5557,r_loc_2_loc_10_green1667873722.101541,2022-11-07 18:15:22.101541,loc_2,loc_10,green
5558,r_loc_19_loc_5_green1667873723.101541,2022-11-07 18:15:23.101541,loc_19,loc_5,green
5559,r_loc_3_loc_3_xl1667873724.101541,2022-11-07 18:15:24.101541,loc_3,loc_3,xl
5560,r_loc_3_loc_14_x1667873725.101541,2022-11-07 18:15:25.101541,loc_3,loc_14,x
5561,r_loc_7_loc_17_green1667873726.101541,2022-11-07 18:15:26.101541,loc_7,loc_17,green
5562,r_loc_9_loc_16_green1667873727.101541,2022-11-07 18:15:27.101541,loc_9,loc_16,green
5563,r_loc_0_loc_10_green1667873728.101541,2022-11-07 18:15:28.101541,loc_0,loc_10,green
5564,r_loc_3_loc_0_xl1667873729.101541,2022-11-07 18:15:29.101541,loc_3,loc_0,xl
5565,r_loc_2_loc_7_comfort1667873730.101541,2022-11-07 18:15:30.101541,loc_2,loc_7,comfort
5566,r_loc_7_loc_1_green1667873731.101541,2022-11-07 18:15:31.101541,loc_7,loc_1,green
5567,r_loc_18_loc_11_green1667873732.101541,2022-11-07 18:15:32.101541,loc_18,loc_11,green
5568,r_loc_11_loc_8_green1667873733.101541,2022-11-07 18:15:33.101541,loc_11,loc_8,green
5569,r_loc_2_loc_10_green1667873734.101541,2022-11-07 18:15:34.101541,loc_2,loc_10,green
5570,r_loc_3_loc_16_green1667873735.101541,2022-11-07 18:15:35.101541,loc_3,loc_16,green
5571,r_loc_5_loc_12_xl1667873736.101541,2022-11-07 18:15:36.101541,loc_5,loc_12,xl
5572,r_loc_12_loc_19_green1667873737.101541,2022-11-07 18:15:37.101541,loc_12,loc_19,green
5573,r_loc_3_loc_0_green1667873738.101541,2022-11-07 18:15:38.101541,loc_3,loc_0,green
5574,r_loc_11_loc_6_xl1667873739.101541,2022-11-07 18:15:39.101541,loc_11,loc_6,xl
5575,r_loc_10_loc_8_green1667873740.101541,2022-11-07 18:15:40.101541,loc_10,loc_8,green
5576,r_loc_7_loc_10_xl1667873741.101541,2022-11-07 18:15:41.101541,loc_7,loc_10,xl
5577,r_loc_2_loc_9_xl1667873742.101541,2022-11-07 18:15:42.101541,loc_2,loc_9,xl
5578,r_loc_11_loc_1_xl1667873743.101541,2022-11-07 18:15:43.101541,loc_11,loc_1,xl
5579,r_loc_6_loc_3_green1667873744.101541,2022-11-07 18:15:44.101541,loc_6,loc_3,green
5580,r_loc_18_loc_2_green1667873745.101541,2022-11-07 18:15:45.101541,loc_18,loc_2,green
5581,r_loc_15_loc_2_green1667873746.101541,2022-11-07 18:15:46.101541,loc_15,loc_2,green
5582,r_loc_2_loc_5_green1667873747.101541,2022-11-07 18:15:47.101541,loc_2,loc_5,green
5583,r_loc_4_loc_12_xl1667873748.101541,2022-11-07 18:15:48.101541,loc_4,loc_12,xl
5584,r_loc_8_loc_2_xl1667873749.101541,2022-11-07 18:15:49.101541,loc_8,loc_2,xl
5585,r_loc_10_loc_7_comfort1667873750.101541,2022-11-07 18:15:50.101541,loc_10,loc_7,comfort
5586,r_loc_5_loc_17_xl1667873751.101541,2022-11-07 18:15:51.101541,loc_5,loc_17,xl
5587,r_loc_9_loc_10_x1667873752.101541,2022-11-07 18:15:52.101541,loc_9,loc_10,x
5588,r_loc_3_loc_9_green1667873753.101541,2022-11-07 18:15:53.101541,loc_3,loc_9,green
5589,r_loc_19_loc_6_comfort1667873754.101541,2022-11-07 18:15:54.101541,loc_19,loc_6,comfort
5590,r_loc_1_loc_5_green1667873755.101541,2022-11-07 18:15:55.101541,loc_1,loc_5,green
5591,r_loc_2_loc_12_xl1667873756.101541,2022-11-07 18:15:56.101541,loc_2,loc_12,xl
5592,r_loc_3_loc_13_x1667873757.101541,2022-11-07 18:15:57.101541,loc_3,loc_13,x
5593,r_loc_18_loc_0_xl1667873758.101541,2022-11-07 18:15:58.101541,loc_18,loc_0,xl
5594,r_loc_7_loc_11_comfort1667873759.101541,2022-11-07 18:15:59.101541,loc_7,loc_11,comfort
5595,r_loc_12_loc_16_comfort1667873760.101541,2022-11-07 18:16:00.101541,loc_12,loc_16,comfort
5596,r_loc_11_loc_1_xl1667873761.101541,2022-11-07 18:16:01.101541,loc_11,loc_1,xl
5597,r_loc_4_loc_16_x1667873762.101541,2022-11-07 18:16:02.101541,loc_4,loc_16,x
5598,r_loc_15_loc_1_comfort1667873763.101541,2022-11-07 18:16:03.101541,loc_15,loc_1,comfort
5599,r_loc_11_loc_15_x1667873764.101541,2022-11-07 18:16:04.101541,loc_11,loc_15,x
5600,r_loc_12_loc_11_xl1667873765.101541,2022-11-07 18:16:05.101541,loc_12,loc_11,xl
5601,r_loc_13_loc_17_green1667873766.101541,2022-11-07 18:16:06.101541,loc_13,loc_17,green
5602,r_loc_4_loc_17_xl1667873767.101541,2022-11-07 18:16:07.101541,loc_4,loc_17,xl
5603,r_loc_19_loc_17_xl1667873768.101541,2022-11-07 18:16:08.101541,loc_19,loc_17,xl
5604,r_loc_2_loc_17_comfort1667873769.101541,2022-11-07 18:16:09.101541,loc_2,loc_17,comfort
5605,r_loc_7_loc_19_x1667873770.101541,2022-11-07 18:16:10.101541,loc_7,loc_19,x
5606,r_loc_0_loc_13_green1667873771.101541,2022-11-07 18:16:11.101541,loc_0,loc_13,green
5607,r_loc_16_loc_10_xl1667873772.101541,2022-11-07 18:16:12.101541,loc_16,loc_10,xl
5608,r_loc_2_loc_6_xl1667873773.101541,2022-11-07 18:16:13.101541,loc_2,loc_6,xl
5609,r_loc_15_loc_1_xl1667873774.101541,2022-11-07 18:16:14.101541,loc_15,loc_1,xl
5610,r_loc_11_loc_5_green1667873775.101541,2022-11-07 18:16:15.101541,loc_11,loc_5,green
5611,r_loc_11_loc_4_comfort1667873776.101541,2022-11-07 18:16:16.101541,loc_11,loc_4,comfort
5612,r_loc_9_loc_2_xl1667873777.101541,2022-11-07 18:16:17.101541,loc_9,loc_2,xl
5613,r_loc_8_loc_7_x1667873778.101541,2022-11-07 18:16:18.101541,loc_8,loc_7,x
5614,r_loc_17_loc_6_green1667873779.101541,2022-11-07 18:16:19.101541,loc_17,loc_6,green
5615,r_loc_17_loc_14_xl1667873780.101541,2022-11-07 18:16:20.101541,loc_17,loc_14,xl
5616,r_loc_5_loc_3_green1667873781.101541,2022-11-07 18:16:21.101541,loc_5,loc_3,green
5617,r_loc_19_loc_14_x1667873782.101541,2022-11-07 18:16:22.101541,loc_19,loc_14,x
5618,r_loc_17_loc_19_comfort1667873783.101541,2022-11-07 18:16:23.101541,loc_17,loc_19,comfort
5619,r_loc_0_loc_8_x1667873784.101541,2022-11-07 18:16:24.101541,loc_0,loc_8,x
5620,r_loc_0_loc_6_green1667873785.101541,2022-11-07 18:16:25.101541,loc_0,loc_6,green
5621,r_loc_19_loc_5_green1667873786.101541,2022-11-07 18:16:26.101541,loc_19,loc_5,green
5622,r_loc_1_loc_2_x1667873787.101541,2022-11-07 18:16:27.101541,loc_1,loc_2,x
5623,r_loc_0_loc_6_x1667873788.101541,2022-11-07 18:16:28.101541,loc_0,loc_6,x
5624,r_loc_8_loc_8_xl1667873789.101541,2022-11-07 18:16:29.101541,loc_8,loc_8,xl
5625,r_loc_12_loc_11_x1667873790.101541,2022-11-07 18:16:30.101541,loc_12,loc_11,x
5626,r_loc_4_loc_9_xl1667873791.101541,2022-11-07 18:16:31.101541,loc_4,loc_9,xl
5627,r_loc_14_loc_2_xl1667873792.101541,2022-11-07 18:16:32.101541,loc_14,loc_2,xl
5628,r_loc_5_loc_13_green1667873793.101541,2022-11-07 18:16:33.101541,loc_5,loc_13,green
5629,r_loc_10_loc_6_x1667873794.101541,2022-11-07 18:16:34.101541,loc_10,loc_6,x
5630,r_loc_19_loc_3_x1667873795.101541,2022-11-07 18:16:35.101541,loc_19,loc_3,x
5631,r_loc_7_loc_16_comfort1667873796.101541,2022-11-07 18:16:36.101541,loc_7,loc_16,comfort
5632,r_loc_13_loc_4_comfort1667873797.101541,2022-11-07 18:16:37.101541,loc_13,loc_4,comfort
5633,r_loc_10_loc_6_xl1667873798.101541,2022-11-07 18:16:38.101541,loc_10,loc_6,xl
5634,r_loc_8_loc_7_green1667873799.101541,2022-11-07 18:16:39.101541,loc_8,loc_7,green
5635,r_loc_5_loc_16_x1667873800.101541,2022-11-07 18:16:40.101541,loc_5,loc_16,x
5636,r_loc_15_loc_16_x1667873801.101541,2022-11-07 18:16:41.101541,loc_15,loc_16,x
5637,r_loc_18_loc_18_comfort1667873802.101541,2022-11-07 18:16:42.101541,loc_18,loc_18,comfort
5638,r_loc_18_loc_5_comfort1667873803.101541,2022-11-07 18:16:43.101541,loc_18,loc_5,comfort
5639,r_loc_15_loc_11_comfort1667873804.101541,2022-11-07 18:16:44.101541,loc_15,loc_11,comfort
5640,r_loc_16_loc_10_x1667873805.101541,2022-11-07 18:16:45.101541,loc_16,loc_10,x
5641,r_loc_8_loc_18_green1667873806.101541,2022-11-07 18:16:46.101541,loc_8,loc_18,green
5642,r_loc_16_loc_15_comfort1667873807.101541,2022-11-07 18:16:47.101541,loc_16,loc_15,comfort
5643,r_loc_19_loc_13_green1667873808.101541,2022-11-07 18:16:48.101541,loc_19,loc_13,green
5644,r_loc_18_loc_17_comfort1667873809.101541,2022-11-07 18:16:49.101541,loc_18,loc_17,comfort
5645,r_loc_0_loc_13_comfort1667873810.101541,2022-11-07 18:16:50.101541,loc_0,loc_13,comfort
5646,r_loc_19_loc_3_xl1667873811.101541,2022-11-07 18:16:51.101541,loc_19,loc_3,xl
5647,r_loc_1_loc_0_x1667873812.101541,2022-11-07 18:16:52.101541,loc_1,loc_0,x
5648,r_loc_14_loc_5_comfort1667873813.101541,2022-11-07 18:16:53.101541,loc_14,loc_5,comfort
5649,r_loc_14_loc_7_green1667873814.101541,2022-11-07 18:16:54.101541,loc_14,loc_7,green
5650,r_loc_18_loc_17_green1667873815.101541,2022-11-07 18:16:55.101541,loc_18,loc_17,green
5651,r_loc_13_loc_1_green1667873816.101541,2022-11-07 18:16:56.101541,loc_13,loc_1,green
5652,r_loc_11_loc_1_xl1667873817.101541,2022-11-07 18:16:57.101541,loc_11,loc_1,xl
5653,r_loc_16_loc_10_x1667873818.101541,2022-11-07 18:16:58.101541,loc_16,loc_10,x
5654,r_loc_18_loc_14_comfort1667873819.101541,2022-11-07 18:16:59.101541,loc_18,loc_14,comfort
5655,r_loc_18_loc_15_xl1667873820.101541,2022-11-07 18:17:00.101541,loc_18,loc_15,xl
5656,r_loc_7_loc_14_comfort1667873821.101541,2022-11-07 18:17:01.101541,loc_7,loc_14,comfort
5657,r_loc_14_loc_15_xl1667873822.101541,2022-11-07 18:17:02.101541,loc_14,loc_15,xl
5658,r_loc_16_loc_6_comfort1667873823.101541,2022-11-07 18:17:03.101541,loc_16,loc_6,comfort
5659,r_loc_12_loc_2_comfort1667873824.101541,2022-11-07 18:17:04.101541,loc_12,loc_2,comfort
5660,r_loc_17_loc_3_x1667873825.101541,2022-11-07 18:17:05.101541,loc_17,loc_3,x
5661,r_loc_7_loc_16_green1667873826.101541,2022-11-07 18:17:06.101541,loc_7,loc_16,green
5662,r_loc_7_loc_17_green1667873827.101541,2022-11-07 18:17:07.101541,loc_7,loc_17,green
5663,r_loc_6_loc_4_green1667873828.101541,2022-11-07 18:17:08.101541,loc_6,loc_4,green
5664,r_loc_12_loc_12_comfort1667873829.101541,2022-11-07 18:17:09.101541,loc_12,loc_12,comfort
5665,r_loc_2_loc_2_comfort1667873830.101541,2022-11-07 18:17:10.101541,loc_2,loc_2,comfort
5666,r_loc_8_loc_19_xl1667873831.101541,2022-11-07 18:17:11.101541,loc_8,loc_19,xl
5667,r_loc_3_loc_18_x1667873832.101541,2022-11-07 18:17:12.101541,loc_3,loc_18,x
5668,r_loc_15_loc_13_x1667873833.101541,2022-11-07 18:17:13.101541,loc_15,loc_13,x
5669,r_loc_0_loc_4_green1667873834.101541,2022-11-07 18:17:14.101541,loc_0,loc_4,green
5670,r_loc_8_loc_18_green1667873835.101541,2022-11-07 18:17:15.101541,loc_8,loc_18,green
5671,r_loc_13_loc_6_comfort1667873836.101541,2022-11-07 18:17:16.101541,loc_13,loc_6,comfort
5672,r_loc_6_loc_0_green1667873837.101541,2022-11-07 18:17:17.101541,loc_6,loc_0,green
5673,r_loc_1_loc_2_green1667873838.101541,2022-11-07 18:17:18.101541,loc_1,loc_2,green
5674,r_loc_7_loc_17_green1667873839.101541,2022-11-07 18:17:19.101541,loc_7,loc_17,green
5675,r_loc_6_loc_11_x1667873840.101541,2022-11-07 18:17:20.101541,loc_6,loc_11,x
5676,r_loc_0_loc_9_x1667873841.101541,2022-11-07 18:17:21.101541,loc_0,loc_9,x
5677,r_loc_7_loc_7_comfort1667873842.101541,2022-11-07 18:17:22.101541,loc_7,loc_7,comfort
5678,r_loc_14_loc_4_green1667873843.101541,2022-11-07 18:17:23.101541,loc_14,loc_4,green
5679,r_loc_5_loc_14_comfort1667873844.101541,2022-11-07 18:17:24.101541,loc_5,loc_14,comfort
5680,r_loc_12_loc_16_xl1667873845.101541,2022-11-07 18:17:25.101541,loc_12,loc_16,xl
5681,r_loc_18_loc_13_comfort1667873846.101541,2022-11-07 18:17:26.101541,loc_18,loc_13,comfort
5682,r_loc_8_loc_2_green1667873847.101541,2022-11-07 18:17:27.101541,loc_8,loc_2,green
5683,r_loc_12_loc_2_x1667873848.101541,2022-11-07 18:17:28.101541,loc_12,loc_2,x
5684,r_loc_13_loc_16_xl1667873849.101541,2022-11-07 18:17:29.101541,loc_13,loc_16,xl
5685,r_loc_9_loc_8_xl1667873850.101541,2022-11-07 18:17:30.101541,loc_9,loc_8,xl
5686,r_loc_4_loc_2_green1667873851.101541,2022-11-07 18:17:31.101541,loc_4,loc_2,green
5687,r_loc_11_loc_10_green1667873852.101541,2022-11-07 18:17:32.101541,loc_11,loc_10,green
5688,r_loc_11_loc_2_xl1667873853.101541,2022-11-07 18:17:33.101541,loc_11,loc_2,xl
5689,r_loc_6_loc_13_x1667873854.101541,2022-11-07 18:17:34.101541,loc_6,loc_13,x
5690,r_loc_8_loc_3_x1667873855.101541,2022-11-07 18:17:35.101541,loc_8,loc_3,x
5691,r_loc_13_loc_9_comfort1667873856.101541,2022-11-07 18:17:36.101541,loc_13,loc_9,comfort
5692,r_loc_1_loc_7_x1667873857.101541,2022-11-07 18:17:37.101541,loc_1,loc_7,x
5693,r_loc_11_loc_13_xl1667873858.101541,2022-11-07 18:17:38.101541,loc_11,loc_13,xl
5694,r_loc_1_loc_12_comfort1667873859.101541,2022-11-07 18:17:39.101541,loc_1,loc_12,comfort
5695,r_loc_17_loc_19_x1667873860.101541,2022-11-07 18:17:40.101541,loc_17,loc_19,x
5696,r_loc_10_loc_7_xl1667873861.101541,2022-11-07 18:17:41.101541,loc_10,loc_7,xl
5697,r_loc_1_loc_14_xl1667873862.101541,2022-11-07 18:17:42.101541,loc_1,loc_14,xl
5698,r_loc_16_loc_8_green1667873863.101541,2022-11-07 18:17:43.101541,loc_16,loc_8,green
5699,r_loc_4_loc_14_comfort1667873864.101541,2022-11-07 18:17:44.101541,loc_4,loc_14,comfort
5700,r_loc_13_loc_13_comfort1667873865.101541,2022-11-07 18:17:45.101541,loc_13,loc_13,comfort
5701,r_loc_16_loc_8_xl1667873866.101541,2022-11-07 18:17:46.101541,loc_16,loc_8,xl
5702,r_loc_15_loc_7_xl1667873867.101541,2022-11-07 18:17:47.101541,loc_15,loc_7,xl
5703,r_loc_2_loc_1_green1667873868.101541,2022-11-07 18:17:48.101541,loc_2,loc_1,green
5704,r_loc_6_loc_9_green1667873869.101541,2022-11-07 18:17:49.101541,loc_6,loc_9,green
5705,r_loc_9_loc_10_comfort1667873870.101541,2022-11-07 18:17:50.101541,loc_9,loc_10,comfort
5706,r_loc_17_loc_2_x1667873871.101541,2022-11-07 18:17:51.101541,loc_17,loc_2,x
5707,r_loc_6_loc_2_comfort1667873872.101541,2022-11-07 18:17:52.101541,loc_6,loc_2,comfort
5708,r_loc_12_loc_10_x1667873873.101541,2022-11-07 18:17:53.101541,loc_12,loc_10,x
5709,r_loc_1_loc_1_comfort1667873874.101541,2022-11-07 18:17:54.101541,loc_1,loc_1,comfort
5710,r_loc_4_loc_17_xl1667873875.101541,2022-11-07 18:17:55.101541,loc_4,loc_17,xl
5711,r_loc_14_loc_6_x1667873876.101541,2022-11-07 18:17:56.101541,loc_14,loc_6,x
5712,r_loc_18_loc_6_x1667873877.101541,2022-11-07 18:17:57.101541,loc_18,loc_6,x
5713,r_loc_9_loc_5_comfort1667873878.101541,2022-11-07 18:17:58.101541,loc_9,loc_5,comfort
5714,r_loc_1_loc_15_comfort1667873879.101541,2022-11-07 18:17:59.101541,loc_1,loc_15,comfort
5715,r_loc_17_loc_4_green1667873880.101541,2022-11-07 18:18:00.101541,loc_17,loc_4,green
5716,r_loc_1_loc_4_x1667873881.101541,2022-11-07 18:18:01.101541,loc_1,loc_4,x
5717,r_loc_12_loc_19_green1667873882.101541,2022-11-07 18:18:02.101541,loc_12,loc_19,green
5718,r_loc_0_loc_16_xl1667873883.101541,2022-11-07 18:18:03.101541,loc_0,loc_16,xl
5719,r_loc_5_loc_15_x1667873884.101541,2022-11-07 18:18:04.101541,loc_5,loc_15,x
5720,r_loc_13_loc_4_green1667873885.101541,2022-11-07 18:18:05.101541,loc_13,loc_4,green
5721,r_loc_14_loc_13_green1667873886.101541,2022-11-07 18:18:06.101541,loc_14,loc_13,green
5722,r_loc_2_loc_12_green1667873887.101541,2022-11-07 18:18:07.101541,loc_2,loc_12,green
5723,r_loc_5_loc_7_comfort1667873888.101541,2022-11-07 18:18:08.101541,loc_5,loc_7,comfort
5724,r_loc_16_loc_2_x1667873889.101541,2022-11-07 18:18:09.101541,loc_16,loc_2,x
5725,r_loc_18_loc_12_green1667873890.101541,2022-11-07 18:18:10.101541,loc_18,loc_12,green
5726,r_loc_7_loc_8_green1667873891.101541,2022-11-07 18:18:11.101541,loc_7,loc_8,green
5727,r_loc_10_loc_18_comfort1667873892.101541,2022-11-07 18:18:12.101541,loc_10,loc_18,comfort
5728,r_loc_3_loc_13_comfort1667873893.101541,2022-11-07 18:18:13.101541,loc_3,loc_13,comfort
5729,r_loc_2_loc_9_x1667873894.101541,2022-11-07 18:18:14.101541,loc_2,loc_9,x
5730,r_loc_7_loc_9_x1667873895.101541,2022-11-07 18:18:15.101541,loc_7,loc_9,x
5731,r_loc_2_loc_0_x1667873896.101541,2022-11-07 18:18:16.101541,loc_2,loc_0,x
5732,r_loc_12_loc_17_x1667873897.101541,2022-11-07 18:18:17.101541,loc_12,loc_17,x
5733,r_loc_2_loc_12_green1667873898.101541,2022-11-07 18:18:18.101541,loc_2,loc_12,green
5734,r_loc_5_loc_2_green1667873899.101541,2022-11-07 18:18:19.101541,loc_5,loc_2,green
5735,r_loc_10_loc_2_x1667873900.101541,2022-11-07 18:18:20.101541,loc_10,loc_2,x
5736,r_loc_5_loc_12_xl1667873901.101541,2022-11-07 18:18:21.101541,loc_5,loc_12,xl
5737,r_loc_2_loc_3_comfort1667873902.101541,2022-11-07 18:18:22.101541,loc_2,loc_3,comfort
5738,r_loc_7_loc_9_x1667873903.101541,2022-11-07 18:18:23.101541,loc_7,loc_9,x
5739,r_loc_5_loc_12_green1667873904.101541,2022-11-07 18:18:24.101541,loc_5,loc_12,green
5740,r_loc_9_loc_12_green1667873905.101541,2022-11-07 18:18:25.101541,loc_9,loc_12,green
5741,r_loc_4_loc_6_xl1667873906.101541,2022-11-07 18:18:26.101541,loc_4,loc_6,xl
5742,r_loc_18_loc_3_xl1667873907.101541,2022-11-07 18:18:27.101541,loc_18,loc_3,xl
5743,r_loc_10_loc_9_xl1667873908.101541,2022-11-07 18:18:28.101541,loc_10,loc_9,xl
5744,r_loc_1_loc_15_comfort1667873909.101541,2022-11-07 18:18:29.101541,loc_1,loc_15,comfort
5745,r_loc_3_loc_19_x1667873910.101541,2022-11-07 18:18:30.101541,loc_3,loc_19,x
5746,r_loc_3_loc_11_green1667873911.101541,2022-11-07 18:18:31.101541,loc_3,loc_11,green
5747,r_loc_8_loc_5_x1667873912.101541,2022-11-07 18:18:32.101541,loc_8,loc_5,x
5748,r_loc_3_loc_5_x1667873913.101541,2022-11-07 18:18:33.101541,loc_3,loc_5,x
5749,r_loc_3_loc_17_xl1667873914.101541,2022-11-07 18:18:34.101541,loc_3,loc_17,xl
5750,r_loc_2_loc_2_xl1667873915.101541,2022-11-07 18:18:35.101541,loc_2,loc_2,xl
5751,r_loc_4_loc_19_green1667873916.101541,2022-11-07 18:18:36.101541,loc_4,loc_19,green
5752,r_loc_4_loc_5_comfort1667873917.101541,2022-11-07 18:18:37.101541,loc_4,loc_5,comfort
5753,r_loc_3_loc_6_comfort1667873918.101541,2022-11-07 18:18:38.101541,loc_3,loc_6,comfort
5754,r_loc_4_loc_4_green1667873919.101541,2022-11-07 18:18:39.101541,loc_4,loc_4,green
5755,r_loc_4_loc_15_green1667873920.101541,2022-11-07 18:18:40.101541,loc_4,loc_15,green
5756,r_loc_10_loc_12_xl1667873921.101541,2022-11-07 18:18:41.101541,loc_10,loc_12,xl
5757,r_loc_13_loc_7_x1667873922.101541,2022-11-07 18:18:42.101541,loc_13,loc_7,x
5758,r_loc_14_loc_13_x1667873923.101541,2022-11-07 18:18:43.101541,loc_14,loc_13,x
5759,r_loc_18_loc_4_green1667873924.101541,2022-11-07 18:18:44.101541,loc_18,loc_4,green
5760,r_loc_7_loc_16_xl1667873925.101541,2022-11-07 18:18:45.101541,loc_7,loc_16,xl
5761,r_loc_14_loc_14_comfort1667873926.101541,2022-11-07 18:18:46.101541,loc_14,loc_14,comfort
5762,r_loc_1_loc_1_green1667873927.101541,2022-11-07 18:18:47.101541,loc_1,loc_1,green
5763,r_loc_18_loc_16_comfort1667873928.101541,2022-11-07 18:18:48.101541,loc_18,loc_16,comfort
5764,r_loc_5_loc_18_xl1667873929.101541,2022-11-07 18:18:49.101541,loc_5,loc_18,xl
5765,r_loc_7_loc_14_x1667873930.101541,2022-11-07 18:18:50.101541,loc_7,loc_14,x
5766,r_loc_9_loc_16_x1667873931.101541,2022-11-07 18:18:51.101541,loc_9,loc_16,x
5767,r_loc_14_loc_2_x1667873932.101541,2022-11-07 18:18:52.101541,loc_14,loc_2,x
5768,r_loc_14_loc_15_x1667873933.101541,2022-11-07 18:18:53.101541,loc_14,loc_15,x
5769,r_loc_17_loc_1_comfort1667873934.101541,2022-11-07 18:18:54.101541,loc_17,loc_1,comfort
5770,r_loc_12_loc_15_xl1667873935.101541,2022-11-07 18:18:55.101541,loc_12,loc_15,xl
5771,r_loc_10_loc_12_comfort1667873936.101541,2022-11-07 18:18:56.101541,loc_10,loc_12,comfort
5772,r_loc_4_loc_5_green1667873937.101541,2022-11-07 18:18:57.101541,loc_4,loc_5,green
5773,r_loc_15_loc_19_xl1667873938.101541,2022-11-07 18:18:58.101541,loc_15,loc_19,xl
5774,r_loc_12_loc_12_xl1667873939.101541,2022-11-07 18:18:59.101541,loc_12,loc_12,xl
5775,r_loc_13_loc_1_comfort1667873940.101541,2022-11-07 18:19:00.101541,loc_13,loc_1,comfort
5776,r_loc_8_loc_15_xl1667873941.101541,2022-11-07 18:19:01.101541,loc_8,loc_15,xl
5777,r_loc_4_loc_1_x1667873942.101541,2022-11-07 18:19:02.101541,loc_4,loc_1,x
5778,r_loc_6_loc_16_xl1667873943.101541,2022-11-07 18:19:03.101541,loc_6,loc_16,xl
5779,r_loc_2_loc_18_comfort1667873944.101541,2022-11-07 18:19:04.101541,loc_2,loc_18,comfort
5780,r_loc_19_loc_14_xl1667873945.101541,2022-11-07 18:19:05.101541,loc_19,loc_14,xl
5781,r_loc_13_loc_15_green1667873946.101541,2022-11-07 18:19:06.101541,loc_13,loc_15,green
5782,r_loc_19_loc_1_comfort1667873947.101541,2022-11-07 18:19:07.101541,loc_19,loc_1,comfort
5783,r_loc_17_loc_16_xl1667873948.101541,2022-11-07 18:19:08.101541,loc_17,loc_16,xl
5784,r_loc_0_loc_8_xl1667873949.101541,2022-11-07 18:19:09.101541,loc_0,loc_8,xl
5785,r_loc_13_loc_5_xl1667873950.101541,2022-11-07 18:19:10.101541,loc_13,loc_5,xl
5786,r_loc_16_loc_4_xl1667873951.101541,2022-11-07 18:19:11.101541,loc_16,loc_4,xl
5787,r_loc_17_loc_18_xl1667873952.101541,2022-11-07 18:19:12.101541,loc_17,loc_18,xl
5788,r_loc_15_loc_3_x1667873953.101541,2022-11-07 18:19:13.101541,loc_15,loc_3,x
5789,r_loc_5_loc_4_xl1667873954.101541,2022-11-07 18:19:14.101541,loc_5,loc_4,xl
5790,r_loc_2_loc_11_xl1667873955.101541,2022-11-07 18:19:15.101541,loc_2,loc_11,xl
5791,r_loc_15_loc_16_x1667873956.101541,2022-11-07 18:19:16.101541,loc_15,loc_16,x
5792,r_loc_14_loc_0_comfort1667873957.101541,2022-11-07 18:19:17.101541,loc_14,loc_0,comfort
5793,r_loc_1_loc_6_green1667873958.101541,2022-11-07 18:19:18.101541,loc_1,loc_6,green
5794,r_loc_14_loc_19_x1667873959.101541,2022-11-07 18:19:19.101541,loc_14,loc_19,x
5795,r_loc_9_loc_2_comfort1667873960.101541,2022-11-07 18:19:20.101541,loc_9,loc_2,comfort
5796,r_loc_10_loc_1_green1667873961.101541,2022-11-07 18:19:21.101541,loc_10,loc_1,green
5797,r_loc_19_loc_19_xl1667873962.101541,2022-11-07 18:19:22.101541,loc_19,loc_19,xl
5798,r_loc_17_loc_16_x1667873963.101541,2022-11-07 18:19:23.101541,loc_17,loc_16,x
5799,r_loc_4_loc_3_green1667873964.101541,2022-11-07 18:19:24.101541,loc_4,loc_3,green
5800,r_loc_14_loc_10_xl1667873965.101541,2022-11-07 18:19:25.101541,loc_14,loc_10,xl
5801,r_loc_14_loc_3_green1667873966.101541,2022-11-07 18:19:26.101541,loc_14,loc_3,green
5802,r_loc_0_loc_3_x1667873967.101541,2022-11-07 18:19:27.101541,loc_0,loc_3,x
5803,r_loc_15_loc_17_xl1667873968.101541,2022-11-07 18:19:28.101541,loc_15,loc_17,xl
5804,r_loc_15_loc_15_x1667873969.101541,2022-11-07 18:19:29.101541,loc_15,loc_15,x
5805,r_loc_9_loc_4_xl1667873970.101541,2022-11-07 18:19:30.101541,loc_9,loc_4,xl
