,id,starttime,endtime,location,car_type,car_id
5675,c_loc_4_comfort_1667873840.273904,2022-11-07 18:17:20.273904,2022-11-12 18:17:20.273904,loc_4,comfort,c_140
5676,c_loc_9_x_1667873841.273904,2022-11-07 18:17:21.273904,2022-11-12 18:17:21.273904,loc_9,x,c_360
5677,c_loc_2_xl_1667873842.273904,2022-11-07 18:17:22.273904,2022-11-12 18:17:22.273904,loc_2,xl,c_805
5678,c_loc_15_green_1667873843.273904,2022-11-07 18:17:23.273904,2022-11-12 18:17:23.273904,loc_15,green,c_754
5679,c_loc_6_xl_1667873844.273904,2022-11-07 18:17:24.273904,2022-11-12 18:17:24.273904,loc_6,xl,c_366
5680,c_loc_9_green_1667873845.273904,2022-11-07 18:17:25.273904,2022-11-12 18:17:25.273904,loc_9,green,c_945
5681,c_loc_8_green_1667873846.273904,2022-11-07 18:17:26.273904,2022-11-12 18:17:26.273904,loc_8,green,c_196
5682,c_loc_0_xl_1667873847.273904,2022-11-07 18:17:27.273904,2022-11-12 18:17:27.273904,loc_0,xl,c_154
5683,c_loc_13_comfort_1667873848.273904,2022-11-07 18:17:28.273904,2022-11-12 18:17:28.273904,loc_13,comfort,c_31
5684,c_loc_5_green_1667873849.273904,2022-11-07 18:17:29.273904,2022-11-12 18:17:29.273904,loc_5,green,c_792
5685,c_loc_1_green_1667873850.273904,2022-11-07 18:17:30.273904,2022-11-12 18:17:30.273904,loc_1,green,c_668
5686,c_loc_7_green_1667873851.273904,2022-11-07 18:17:31.273904,2022-11-12 18:17:31.273904,loc_7,green,c_701
5687,c_loc_10_x_1667873852.273904,2022-11-07 18:17:32.273904,2022-11-12 18:17:32.273904,loc_10,x,c_427
5688,c_loc_7_comfort_1667873853.273904,2022-11-07 18:17:33.273904,2022-11-12 18:17:33.273904,loc_7,comfort,c_503
5689,c_loc_17_x_1667873854.273904,2022-11-07 18:17:34.273904,2022-11-12 18:17:34.273904,loc_17,x,c_948
5690,c_loc_19_green_1667873855.273904,2022-11-07 18:17:35.273904,2022-11-12 18:17:35.273904,loc_19,green,c_172
5691,c_loc_6_green_1667873856.273904,2022-11-07 18:17:36.273904,2022-11-12 18:17:36.273904,loc_6,green,c_698
5692,c_loc_13_xl_1667873857.273904,2022-11-07 18:17:37.273904,2022-11-12 18:17:37.273904,loc_13,xl,c_612
5693,c_loc_15_green_1667873858.273904,2022-11-07 18:17:38.273904,2022-11-12 18:17:38.273904,loc_15,green,c_330
5694,c_loc_19_x_1667873859.273904,2022-11-07 18:17:39.273904,2022-11-12 18:17:39.273904,loc_19,x,c_426
5695,c_loc_1_xl_1667873860.273904,2022-11-07 18:17:40.273904,2022-11-12 18:17:40.273904,loc_1,xl,c_220
5696,c_loc_8_green_1667873861.273904,2022-11-07 18:17:41.273904,2022-11-12 18:17:41.273904,loc_8,green,c_126
5697,c_loc_0_x_1667873862.273904,2022-11-07 18:17:42.273904,2022-11-12 18:17:42.273904,loc_0,x,c_802
5698,c_loc_12_xl_1667873863.273904,2022-11-07 18:17:43.273904,2022-11-12 18:17:43.273904,loc_12,xl,c_617
5699,c_loc_11_xl_1667873864.273904,2022-11-07 18:17:44.273904,2022-11-12 18:17:44.273904,loc_11,xl,c_179
5700,c_loc_13_xl_1667873865.273904,2022-11-07 18:17:45.273904,2022-11-12 18:17:45.273904,loc_13,xl,c_241
5701,c_loc_5_comfort_1667873866.273904,2022-11-07 18:17:46.273904,2022-11-12 18:17:46.273904,loc_5,comfort,c_631
5702,c_loc_11_x_1667873867.273904,2022-11-07 18:17:47.273904,2022-11-12 18:17:47.273904,loc_11,x,c_200
5703,c_loc_18_comfort_1667873868.273904,2022-11-07 18:17:48.273904,2022-11-12 18:17:48.273904,loc_18,comfort,c_377
5704,c_loc_12_comfort_1667873869.273904,2022-11-07 18:17:49.273904,2022-11-12 18:17:49.273904,loc_12,comfort,c_542
5705,c_loc_15_xl_1667873870.273904,2022-11-07 18:17:50.273904,2022-11-12 18:17:50.273904,loc_15,xl,c_833
5706,c_loc_7_green_1667873871.273904,2022-11-07 18:17:51.273904,2022-11-12 18:17:51.273904,loc_7,green,c_384
5707,c_loc_5_x_1667873872.273904,2022-11-07 18:17:52.273904,2022-11-12 18:17:52.273904,loc_5,x,c_987
5708,c_loc_13_green_1667873873.273904,2022-11-07 18:17:53.273904,2022-11-12 18:17:53.273904,loc_13,green,c_808
5709,c_loc_10_comfort_1667873874.273904,2022-11-07 18:17:54.273904,2022-11-12 18:17:54.273904,loc_10,comfort,c_259
5710,c_loc_8_comfort_1667873875.273904,2022-11-07 18:17:55.273904,2022-11-12 18:17:55.273904,loc_8,comfort,c_484
5711,c_loc_16_x_1667873876.273904,2022-11-07 18:17:56.273904,2022-11-12 18:17:56.273904,loc_16,x,c_210
5712,c_loc_2_xl_1667873877.273904,2022-11-07 18:17:57.273904,2022-11-12 18:17:57.273904,loc_2,xl,c_593
5713,c_loc_16_green_1667873878.273904,2022-11-07 18:17:58.273904,2022-11-12 18:17:58.273904,loc_16,green,c_320
5714,c_loc_15_x_1667873879.273904,2022-11-07 18:17:59.273904,2022-11-12 18:17:59.273904,loc_15,x,c_713
5715,c_loc_13_green_1667873880.273904,2022-11-07 18:18:00.273904,2022-11-12 18:18:00.273904,loc_13,green,c_3
5716,c_loc_18_green_1667873881.273904,2022-11-07 18:18:01.273904,2022-11-12 18:18:01.273904,loc_18,green,c_874
5717,c_loc_12_x_1667873882.273904,2022-11-07 18:18:02.273904,2022-11-12 18:18:02.273904,loc_12,x,c_578
5718,c_loc_6_x_1667873883.273904,2022-11-07 18:18:03.273904,2022-11-12 18:18:03.273904,loc_6,x,c_577
5719,c_loc_11_x_1667873884.273904,2022-11-07 18:18:04.273904,2022-11-12 18:18:04.273904,loc_11,x,c_188
5720,c_loc_10_comfort_1667873885.273904,2022-11-07 18:18:05.273904,2022-11-12 18:18:05.273904,loc_10,comfort,c_999
5721,c_loc_3_comfort_1667873886.273904,2022-11-07 18:18:06.273904,2022-11-12 18:18:06.273904,loc_3,comfort,c_963
5722,c_loc_15_xl_1667873887.273904,2022-11-07 18:18:07.273904,2022-11-12 18:18:07.273904,loc_15,xl,c_915
5723,c_loc_15_comfort_1667873888.273904,2022-11-07 18:18:08.273904,2022-11-12 18:18:08.273904,loc_15,comfort,c_280
5724,c_loc_15_x_1667873889.273904,2022-11-07 18:18:09.273904,2022-11-12 18:18:09.273904,loc_15,x,c_425
5725,c_loc_12_x_1667873890.273904,2022-11-07 18:18:10.273904,2022-11-12 18:18:10.273904,loc_12,x,c_501
5726,c_loc_19_xl_1667873891.273904,2022-11-07 18:18:11.273904,2022-11-12 18:18:11.273904,loc_19,xl,c_293
5727,c_loc_6_x_1667873892.273904,2022-11-07 18:18:12.273904,2022-11-12 18:18:12.273904,loc_6,x,c_538
5728,c_loc_14_xl_1667873893.273904,2022-11-07 18:18:13.273904,2022-11-12 18:18:13.273904,loc_14,xl,c_36
5729,c_loc_0_green_1667873894.273904,2022-11-07 18:18:14.273904,2022-11-12 18:18:14.273904,loc_0,green,c_848
5730,c_loc_18_x_1667873895.273904,2022-11-07 18:18:15.273904,2022-11-12 18:18:15.273904,loc_18,x,c_384
5731,c_loc_8_xl_1667873896.273904,2022-11-07 18:18:16.273904,2022-11-12 18:18:16.273904,loc_8,xl,c_378
5732,c_loc_12_comfort_1667873897.273904,2022-11-07 18:18:17.273904,2022-11-12 18:18:17.273904,loc_12,comfort,c_309
5733,c_loc_2_comfort_1667873898.273904,2022-11-07 18:18:18.273904,2022-11-12 18:18:18.273904,loc_2,comfort,c_906
5734,c_loc_17_green_1667873899.273904,2022-11-07 18:18:19.273904,2022-11-12 18:18:19.273904,loc_17,green,c_274
5735,c_loc_19_comfort_1667873900.273904,2022-11-07 18:18:20.273904,2022-11-12 18:18:20.273904,loc_19,comfort,c_42
5736,c_loc_12_green_1667873901.273904,2022-11-07 18:18:21.273904,2022-11-12 18:18:21.273904,loc_12,green,c_903
5737,c_loc_17_green_1667873902.273904,2022-11-07 18:18:22.273904,2022-11-12 18:18:22.273904,loc_17,green,c_505
5738,c_loc_15_xl_1667873903.273904,2022-11-07 18:18:23.273904,2022-11-12 18:18:23.273904,loc_15,xl,c_717
5739,c_loc_5_green_1667873904.273904,2022-11-07 18:18:24.273904,2022-11-12 18:18:24.273904,loc_5,green,c_657
5740,c_loc_18_x_1667873905.273904,2022-11-07 18:18:25.273904,2022-11-12 18:18:25.273904,loc_18,x,c_649
5741,c_loc_8_green_1667873906.273904,2022-11-07 18:18:26.273904,2022-11-12 18:18:26.273904,loc_8,green,c_896
5742,c_loc_3_green_1667873907.273904,2022-11-07 18:18:27.273904,2022-11-12 18:18:27.273904,loc_3,green,c_196
5743,c_loc_15_green_1667873908.273904,2022-11-07 18:18:28.273904,2022-11-12 18:18:28.273904,loc_15,green,c_972
5744,c_loc_0_comfort_1667873909.273904,2022-11-07 18:18:29.273904,2022-11-12 18:18:29.273904,loc_0,comfort,c_658
5745,c_loc_7_xl_1667873910.273904,2022-11-07 18:18:30.273904,2022-11-12 18:18:30.273904,loc_7,xl,c_961
5746,c_loc_0_comfort_1667873911.273904,2022-11-07 18:18:31.273904,2022-11-12 18:18:31.273904,loc_0,comfort,c_733
5747,c_loc_6_xl_1667873912.273904,2022-11-07 18:18:32.273904,2022-11-12 18:18:32.273904,loc_6,xl,c_677
5748,c_loc_7_green_1667873913.273904,2022-11-07 18:18:33.273904,2022-11-12 18:18:33.273904,loc_7,green,c_49
5749,c_loc_4_x_1667873914.273904,2022-11-07 18:18:34.273904,2022-11-12 18:18:34.273904,loc_4,x,c_579
5750,c_loc_6_x_1667873915.273904,2022-11-07 18:18:35.273904,2022-11-12 18:18:35.273904,loc_6,x,c_878
5751,c_loc_6_x_1667873916.273904,2022-11-07 18:18:36.273904,2022-11-12 18:18:36.273904,loc_6,x,c_910
5752,c_loc_16_comfort_1667873917.273904,2022-11-07 18:18:37.273904,2022-11-12 18:18:37.273904,loc_16,comfort,c_98
5753,c_loc_11_xl_1667873918.273904,2022-11-07 18:18:38.273904,2022-11-12 18:18:38.273904,loc_11,xl,c_326
5754,c_loc_0_xl_1667873919.273904,2022-11-07 18:18:39.273904,2022-11-12 18:18:39.273904,loc_0,xl,c_835
5755,c_loc_0_green_1667873920.273904,2022-11-07 18:18:40.273904,2022-11-12 18:18:40.273904,loc_0,green,c_359
5756,c_loc_0_green_1667873921.273904,2022-11-07 18:18:41.273904,2022-11-12 18:18:41.273904,loc_0,green,c_279
5757,c_loc_3_xl_1667873922.273904,2022-11-07 18:18:42.273904,2022-11-12 18:18:42.273904,loc_3,xl,c_49
5758,c_loc_1_x_1667873923.273904,2022-11-07 18:18:43.273904,2022-11-12 18:18:43.273904,loc_1,x,c_498
5759,c_loc_19_green_1667873924.273904,2022-11-07 18:18:44.273904,2022-11-12 18:18:44.273904,loc_19,green,c_888
5760,c_loc_17_x_1667873925.273904,2022-11-07 18:18:45.273904,2022-11-12 18:18:45.273904,loc_17,x,c_829
5761,c_loc_12_x_1667873926.273904,2022-11-07 18:18:46.273904,2022-11-12 18:18:46.273904,loc_12,x,c_778
5762,c_loc_7_xl_1667873927.273904,2022-11-07 18:18:47.273904,2022-11-12 18:18:47.273904,loc_7,xl,c_550
5763,c_loc_15_xl_1667873928.273904,2022-11-07 18:18:48.273904,2022-11-12 18:18:48.273904,loc_15,xl,c_167
5764,c_loc_15_green_1667873929.273904,2022-11-07 18:18:49.273904,2022-11-12 18:18:49.273904,loc_15,green,c_735
5765,c_loc_19_xl_1667873930.273904,2022-11-07 18:18:50.273904,2022-11-12 18:18:50.273904,loc_19,xl,c_594
5766,c_loc_14_green_1667873931.273904,2022-11-07 18:18:51.273904,2022-11-12 18:18:51.273904,loc_14,green,c_516
5767,c_loc_8_x_1667873932.273904,2022-11-07 18:18:52.273904,2022-11-12 18:18:52.273904,loc_8,x,c_103
5768,c_loc_4_green_1667873933.273904,2022-11-07 18:18:53.273904,2022-11-12 18:18:53.273904,loc_4,green,c_251
5769,c_loc_19_xl_1667873934.273904,2022-11-07 18:18:54.273904,2022-11-12 18:18:54.273904,loc_19,xl,c_102
5770,c_loc_15_comfort_1667873935.273904,2022-11-07 18:18:55.273904,2022-11-12 18:18:55.273904,loc_15,comfort,c_457
5771,c_loc_6_green_1667873936.273904,2022-11-07 18:18:56.273904,2022-11-12 18:18:56.273904,loc_6,green,c_652
5772,c_loc_7_comfort_1667873937.273904,2022-11-07 18:18:57.273904,2022-11-12 18:18:57.273904,loc_7,comfort,c_618
5773,c_loc_5_comfort_1667873938.273904,2022-11-07 18:18:58.273904,2022-11-12 18:18:58.273904,loc_5,comfort,c_945
5774,c_loc_8_green_1667873939.273904,2022-11-07 18:18:59.273904,2022-11-12 18:18:59.273904,loc_8,green,c_62
5775,c_loc_13_comfort_1667873940.273904,2022-11-07 18:19:00.273904,2022-11-12 18:19:00.273904,loc_13,comfort,c_537
5776,c_loc_7_comfort_1667873941.273904,2022-11-07 18:19:01.273904,2022-11-12 18:19:01.273904,loc_7,comfort,c_198
5777,c_loc_13_green_1667873942.273904,2022-11-07 18:19:02.273904,2022-11-12 18:19:02.273904,loc_13,green,c_75
5778,c_loc_16_xl_1667873943.273904,2022-11-07 18:19:03.273904,2022-11-12 18:19:03.273904,loc_16,xl,c_822
5779,c_loc_16_xl_1667873944.273904,2022-11-07 18:19:04.273904,2022-11-12 18:19:04.273904,loc_16,xl,c_279
5780,c_loc_6_green_1667873945.273904,2022-11-07 18:19:05.273904,2022-11-12 18:19:05.273904,loc_6,green,c_744
5781,c_loc_11_green_1667873946.273904,2022-11-07 18:19:06.273904,2022-11-12 18:19:06.273904,loc_11,green,c_459
5782,c_loc_2_green_1667873947.273904,2022-11-07 18:19:07.273904,2022-11-12 18:19:07.273904,loc_2,green,c_263
5783,c_loc_17_green_1667873948.273904,2022-11-07 18:19:08.273904,2022-11-12 18:19:08.273904,loc_17,green,c_785
5784,c_loc_11_green_1667873949.273904,2022-11-07 18:19:09.273904,2022-11-12 18:19:09.273904,loc_11,green,c_868
5785,c_loc_11_xl_1667873950.273904,2022-11-07 18:19:10.273904,2022-11-12 18:19:10.273904,loc_11,xl,c_219
5786,c_loc_14_green_1667873951.273904,2022-11-07 18:19:11.273904,2022-11-12 18:19:11.273904,loc_14,green,c_572
5787,c_loc_10_xl_1667873952.273904,2022-11-07 18:19:12.273904,2022-11-12 18:19:12.273904,loc_10,xl,c_742
5788,c_loc_15_green_1667873953.273904,2022-11-07 18:19:13.273904,2022-11-12 18:19:13.273904,loc_15,green,c_126
5789,c_loc_19_xl_1667873954.273904,2022-11-07 18:19:14.273904,2022-11-12 18:19:14.273904,loc_19,xl,c_301
5790,c_loc_11_comfort_1667873955.273904,2022-11-07 18:19:15.273904,2022-11-12 18:19:15.273904,loc_11,comfort,c_206
5791,c_loc_10_comfort_1667873956.273904,2022-11-07 18:19:16.273904,2022-11-12 18:19:16.273904,loc_10,comfort,c_348
5792,c_loc_1_xl_1667873957.273904,2022-11-07 18:19:17.273904,2022-11-12 18:19:17.273904,loc_1,xl,c_288
5793,c_loc_1_x_1667873958.273904,2022-11-07 18:19:18.273904,2022-11-12 18:19:18.273904,loc_1,x,c_614
5794,c_loc_4_xl_1667873959.273904,2022-11-07 18:19:19.273904,2022-11-12 18:19:19.273904,loc_4,xl,c_735
5795,c_loc_0_xl_1667873960.273904,2022-11-07 18:19:20.273904,2022-11-12 18:19:20.273904,loc_0,xl,c_157
5796,c_loc_3_comfort_1667873961.273904,2022-11-07 18:19:21.273904,2022-11-12 18:19:21.273904,loc_3,comfort,c_627
5797,c_loc_12_comfort_1667873962.273904,2022-11-07 18:19:22.273904,2022-11-12 18:19:22.273904,loc_12,comfort,c_614
5798,c_loc_13_comfort_1667873963.273904,2022-11-07 18:19:23.273904,2022-11-12 18:19:23.273904,loc_13,comfort,c_882
5799,c_loc_2_x_1667873964.273904,2022-11-07 18:19:24.273904,2022-11-12 18:19:24.273904,loc_2,x,c_10
5800,c_loc_7_x_1667873965.273904,2022-11-07 18:19:25.273904,2022-11-12 18:19:25.273904,loc_7,x,c_27
5801,c_loc_12_comfort_1667873966.273904,2022-11-07 18:19:26.273904,2022-11-12 18:19:26.273904,loc_12,comfort,c_193
5802,c_loc_3_green_1667873967.273904,2022-11-07 18:19:27.273904,2022-11-12 18:19:27.273904,loc_3,green,c_664
5803,c_loc_14_green_1667873968.273904,2022-11-07 18:19:28.273904,2022-11-12 18:19:28.273904,loc_14,green,c_784
5804,c_loc_16_green_1667873969.273904,2022-11-07 18:19:29.273904,2022-11-12 18:19:29.273904,loc_16,green,c_896
5805,c_loc_3_x_1667873970.273904,2022-11-07 18:19:30.273904,2022-11-12 18:19:30.273904,loc_3,x,c_971
5806,c_loc_10_xl_1667873971.273904,2022-11-07 18:19:31.273904,2022-11-12 18:19:31.273904,loc_10,xl,c_30
5807,c_loc_10_x_1667873972.273904,2022-11-07 18:19:32.273904,2022-11-12 18:19:32.273904,loc_10,x,c_57
5808,c_loc_11_green_1667873973.273904,2022-11-07 18:19:33.273904,2022-11-12 18:19:33.273904,loc_11,green,c_684
5809,c_loc_0_x_1667873974.273904,2022-11-07 18:19:34.273904,2022-11-12 18:19:34.273904,loc_0,x,c_729
5810,c_loc_7_xl_1667873975.273904,2022-11-07 18:19:35.273904,2022-11-12 18:19:35.273904,loc_7,xl,c_707
5811,c_loc_17_comfort_1667873976.273904,2022-11-07 18:19:36.273904,2022-11-12 18:19:36.273904,loc_17,comfort,c_894
5812,c_loc_14_x_1667873977.273904,2022-11-07 18:19:37.273904,2022-11-12 18:19:37.273904,loc_14,x,c_701
5813,c_loc_17_xl_1667873978.273904,2022-11-07 18:19:38.273904,2022-11-12 18:19:38.273904,loc_17,xl,c_971
5814,c_loc_17_green_1667873979.273904,2022-11-07 18:19:39.273904,2022-11-12 18:19:39.273904,loc_17,green,c_253
5815,c_loc_4_x_1667873980.273904,2022-11-07 18:19:40.273904,2022-11-12 18:19:40.273904,loc_4,x,c_174
5816,c_loc_19_xl_1667873981.273904,2022-11-07 18:19:41.273904,2022-11-12 18:19:41.273904,loc_19,xl,c_645
5817,c_loc_0_green_1667873982.273904,2022-11-07 18:19:42.273904,2022-11-12 18:19:42.273904,loc_0,green,c_771
5818,c_loc_13_xl_1667873983.273904,2022-11-07 18:19:43.273904,2022-11-12 18:19:43.273904,loc_13,xl,c_957
5819,c_loc_17_xl_1667873984.273904,2022-11-07 18:19:44.273904,2022-11-12 18:19:44.273904,loc_17,xl,c_846
5820,c_loc_10_x_1667873985.273904,2022-11-07 18:19:45.273904,2022-11-12 18:19:45.273904,loc_10,x,c_637
5821,c_loc_4_x_1667873986.273904,2022-11-07 18:19:46.273904,2022-11-12 18:19:46.273904,loc_4,x,c_376
5822,c_loc_8_x_1667873987.273904,2022-11-07 18:19:47.273904,2022-11-12 18:19:47.273904,loc_8,x,c_297
5823,c_loc_5_green_1667873988.273904,2022-11-07 18:19:48.273904,2022-11-12 18:19:48.273904,loc_5,green,c_98
5824,c_loc_2_xl_1667873989.273904,2022-11-07 18:19:49.273904,2022-11-12 18:19:49.273904,loc_2,xl,c_216
5825,c_loc_14_comfort_1667873990.273904,2022-11-07 18:19:50.273904,2022-11-12 18:19:50.273904,loc_14,comfort,c_125
5826,c_loc_10_x_1667873991.273904,2022-11-07 18:19:51.273904,2022-11-12 18:19:51.273904,loc_10,x,c_492
5827,c_loc_2_x_1667873992.273904,2022-11-07 18:19:52.273904,2022-11-12 18:19:52.273904,loc_2,x,c_104
5828,c_loc_13_x_1667873993.273904,2022-11-07 18:19:53.273904,2022-11-12 18:19:53.273904,loc_13,x,c_59
5829,c_loc_1_xl_1667873994.273904,2022-11-07 18:19:54.273904,2022-11-12 18:19:54.273904,loc_1,xl,c_900
5830,c_loc_9_green_1667873995.273904,2022-11-07 18:19:55.273904,2022-11-12 18:19:55.273904,loc_9,green,c_592
5831,c_loc_3_green_1667873996.273904,2022-11-07 18:19:56.273904,2022-11-12 18:19:56.273904,loc_3,green,c_433
5832,c_loc_17_comfort_1667873997.273904,2022-11-07 18:19:57.273904,2022-11-12 18:19:57.273904,loc_17,comfort,c_430
5833,c_loc_17_comfort_1667873998.273904,2022-11-07 18:19:58.273904,2022-11-12 18:19:58.273904,loc_17,comfort,c_615
5834,c_loc_17_x_1667873999.273904,2022-11-07 18:19:59.273904,2022-11-12 18:19:59.273904,loc_17,x,c_82
5835,c_loc_4_x_1667874000.273904,2022-11-07 18:20:00.273904,2022-11-12 18:20:00.273904,loc_4,x,c_451
5836,c_loc_7_x_1667874001.273904,2022-11-07 18:20:01.273904,2022-11-12 18:20:01.273904,loc_7,x,c_492
5837,c_loc_1_x_1667874002.273904,2022-11-07 18:20:02.273904,2022-11-12 18:20:02.273904,loc_1,x,c_179
5838,c_loc_13_green_1667874003.273904,2022-11-07 18:20:03.273904,2022-11-12 18:20:03.273904,loc_13,green,c_833
5839,c_loc_3_x_1667874004.273904,2022-11-07 18:20:04.273904,2022-11-12 18:20:04.273904,loc_3,x,c_598
5840,c_loc_2_green_1667874005.273904,2022-11-07 18:20:05.273904,2022-11-12 18:20:05.273904,loc_2,green,c_391
5841,c_loc_17_green_1667874006.273904,2022-11-07 18:20:06.273904,2022-11-12 18:20:06.273904,loc_17,green,c_96
5842,c_loc_3_x_1667874007.273904,2022-11-07 18:20:07.273904,2022-11-12 18:20:07.273904,loc_3,x,c_280
5843,c_loc_1_xl_1667874008.273904,2022-11-07 18:20:08.273904,2022-11-12 18:20:08.273904,loc_1,xl,c_987
5844,c_loc_14_green_1667874009.273904,2022-11-07 18:20:09.273904,2022-11-12 18:20:09.273904,loc_14,green,c_795
5845,c_loc_3_comfort_1667874010.273904,2022-11-07 18:20:10.273904,2022-11-12 18:20:10.273904,loc_3,comfort,c_54
5846,c_loc_3_comfort_1667874011.273904,2022-11-07 18:20:11.273904,2022-11-12 18:20:11.273904,loc_3,comfort,c_626
5847,c_loc_0_comfort_1667874012.273904,2022-11-07 18:20:12.273904,2022-11-12 18:20:12.273904,loc_0,comfort,c_521
5848,c_loc_9_x_1667874013.273904,2022-11-07 18:20:13.273904,2022-11-12 18:20:13.273904,loc_9,x,c_115
5849,c_loc_13_x_1667874014.273904,2022-11-07 18:20:14.273904,2022-11-12 18:20:14.273904,loc_13,x,c_619
5850,c_loc_5_x_1667874015.273904,2022-11-07 18:20:15.273904,2022-11-12 18:20:15.273904,loc_5,x,c_719
5851,c_loc_4_comfort_1667874016.273904,2022-11-07 18:20:16.273904,2022-11-12 18:20:16.273904,loc_4,comfort,c_647
5852,c_loc_2_comfort_1667874017.273904,2022-11-07 18:20:17.273904,2022-11-12 18:20:17.273904,loc_2,comfort,c_230
5853,c_loc_16_comfort_1667874018.273904,2022-11-07 18:20:18.273904,2022-11-12 18:20:18.273904,loc_16,comfort,c_394
5854,c_loc_7_green_1667874019.273904,2022-11-07 18:20:19.273904,2022-11-12 18:20:19.273904,loc_7,green,c_550
5855,c_loc_12_x_1667874020.273904,2022-11-07 18:20:20.273904,2022-11-12 18:20:20.273904,loc_12,x,c_763
5856,c_loc_8_x_1667874021.273904,2022-11-07 18:20:21.273904,2022-11-12 18:20:21.273904,loc_8,x,c_431
5857,c_loc_12_xl_1667874022.273904,2022-11-07 18:20:22.273904,2022-11-12 18:20:22.273904,loc_12,xl,c_167
5858,c_loc_6_x_1667874023.273904,2022-11-07 18:20:23.273904,2022-11-12 18:20:23.273904,loc_6,x,c_614
5859,c_loc_14_comfort_1667874024.273904,2022-11-07 18:20:24.273904,2022-11-12 18:20:24.273904,loc_14,comfort,c_526
5860,c_loc_12_xl_1667874025.273904,2022-11-07 18:20:25.273904,2022-11-12 18:20:25.273904,loc_12,xl,c_254
5861,c_loc_16_comfort_1667874026.273904,2022-11-07 18:20:26.273904,2022-11-12 18:20:26.273904,loc_16,comfort,c_647
5862,c_loc_12_comfort_1667874027.273904,2022-11-07 18:20:27.273904,2022-11-12 18:20:27.273904,loc_12,comfort,c_102
5863,c_loc_13_xl_1667874028.273904,2022-11-07 18:20:28.273904,2022-11-12 18:20:28.273904,loc_13,xl,c_369
5864,c_loc_8_xl_1667874029.273904,2022-11-07 18:20:29.273904,2022-11-12 18:20:29.273904,loc_8,xl,c_411
5865,c_loc_17_x_1667874030.273904,2022-11-07 18:20:30.273904,2022-11-12 18:20:30.273904,loc_17,x,c_527
5866,c_loc_9_xl_1667874031.273904,2022-11-07 18:20:31.273904,2022-11-12 18:20:31.273904,loc_9,xl,c_894
5867,c_loc_8_comfort_1667874032.273904,2022-11-07 18:20:32.273904,2022-11-12 18:20:32.273904,loc_8,comfort,c_692
5868,c_loc_4_green_1667874033.273904,2022-11-07 18:20:33.273904,2022-11-12 18:20:33.273904,loc_4,green,c_756
5869,c_loc_9_x_1667874034.273904,2022-11-07 18:20:34.273904,2022-11-12 18:20:34.273904,loc_9,x,c_5
5870,c_loc_5_green_1667874035.273904,2022-11-07 18:20:35.273904,2022-11-12 18:20:35.273904,loc_5,green,c_668
5871,c_loc_16_x_1667874036.273904,2022-11-07 18:20:36.273904,2022-11-12 18:20:36.273904,loc_16,x,c_381
5872,c_loc_0_green_1667874037.273904,2022-11-07 18:20:37.273904,2022-11-12 18:20:37.273904,loc_0,green,c_113
5873,c_loc_11_green_1667874038.273904,2022-11-07 18:20:38.273904,2022-11-12 18:20:38.273904,loc_11,green,c_58
5874,c_loc_13_comfort_1667874039.273904,2022-11-07 18:20:39.273904,2022-11-12 18:20:39.273904,loc_13,comfort,c_601
5875,c_loc_1_xl_1667874040.273904,2022-11-07 18:20:40.273904,2022-11-12 18:20:40.273904,loc_1,xl,c_804
5876,c_loc_2_x_1667874041.273904,2022-11-07 18:20:41.273904,2022-11-12 18:20:41.273904,loc_2,x,c_556
5877,c_loc_3_comfort_1667874042.273904,2022-11-07 18:20:42.273904,2022-11-12 18:20:42.273904,loc_3,comfort,c_862
5878,c_loc_12_x_1667874043.273904,2022-11-07 18:20:43.273904,2022-11-12 18:20:43.273904,loc_12,x,c_615
5879,c_loc_14_xl_1667874044.273904,2022-11-07 18:20:44.273904,2022-11-12 18:20:44.273904,loc_14,xl,c_732
5880,c_loc_15_green_1667874045.273904,2022-11-07 18:20:45.273904,2022-11-12 18:20:45.273904,loc_15,green,c_367
5881,c_loc_17_x_1667874046.273904,2022-11-07 18:20:46.273904,2022-11-12 18:20:46.273904,loc_17,x,c_338
5882,c_loc_4_x_1667874047.273904,2022-11-07 18:20:47.273904,2022-11-12 18:20:47.273904,loc_4,x,c_995
5883,c_loc_8_green_1667874048.273904,2022-11-07 18:20:48.273904,2022-11-12 18:20:48.273904,loc_8,green,c_614
5884,c_loc_12_green_1667874049.273904,2022-11-07 18:20:49.273904,2022-11-12 18:20:49.273904,loc_12,green,c_533
5885,c_loc_3_green_1667874050.273904,2022-11-07 18:20:50.273904,2022-11-12 18:20:50.273904,loc_3,green,c_899
5886,c_loc_17_green_1667874051.273904,2022-11-07 18:20:51.273904,2022-11-12 18:20:51.273904,loc_17,green,c_800
5887,c_loc_16_x_1667874052.273904,2022-11-07 18:20:52.273904,2022-11-12 18:20:52.273904,loc_16,x,c_623
5888,c_loc_3_x_1667874053.273904,2022-11-07 18:20:53.273904,2022-11-12 18:20:53.273904,loc_3,x,c_185
5889,c_loc_7_xl_1667874054.273904,2022-11-07 18:20:54.273904,2022-11-12 18:20:54.273904,loc_7,xl,c_275
5890,c_loc_1_x_1667874055.273904,2022-11-07 18:20:55.273904,2022-11-12 18:20:55.273904,loc_1,x,c_96
5891,c_loc_1_green_1667874056.273904,2022-11-07 18:20:56.273904,2022-11-12 18:20:56.273904,loc_1,green,c_361
